Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Notes,Non-Buy Month Invoice,Item Number,Description,Net Case EO,Net Cs EO/Unit,Avg Retail,Avg Club,Avg Sale,Competitor,Neilsen Ranking,Total Wine Price,Cub Price,RP,Multiple Prices,Kosher,item classification,Color,Remove
Barefoot Cab Sauv 1.5L,018341151015,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.897500000000004,0.3647474959725434,48.27, ,52,10767,2 FREE ON 22,45.347500000000004,7.557916666666667,13.927500000000002,11.897500000000004,0,,467,9.99,12.99,16,Yes,,Barefoot 1.5L,,
Barefoot Cab Sauv 1.5L,018341151015,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.897500000000004,0.3081779885730298,52,,52,10767,1 on 13,49.385714285714286,8.230952380952381,13.927500000000002,11.897500000000004,0,,,,,16,Yes,,Barefoot 1.5L,,
Barefoot Chardonnay,018341751055,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,10766,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,-0.4599999999999973,226,5.99,6.5,15,Yes,,Barefoot 750ml,,
Barefoot Chardonnay 1.5L,018341151053,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.897500000000004,0.3647474959725434,48.27, ,52,10768,2 FREE ON 22,45.347500000000004,7.557916666666667,13.927500000000002,11.897500000000004,0,1.0924999999999958,135,9.99,12.99,15,Yes,,Barefoot 1.5L,,
Barefoot Chardonnay 1.5L,018341151053,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.897500000000004,0.3081779885730298,52,,52,10768,1 on 13,49.385714285714286,8.230952380952381,13.927500000000002,11.897500000000004,0,,,,,15,Yes,,Barefoot 1.5L,,
Barefoot Lemonade Moscato,085000034927,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,,0,51.85,0,56,1484924,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,,,,,,,,,Yes,,,,
Bonterra Rose 750ml,082896060412,Wine,750ml,12,Vina CYT,Breakthru Beverage,,"March, April, July, SOND",7.429166666666667,89.15,104,12.99,10.960000000000004,0.3981903892944041,88,0,104,9761398,10cs purchase in a month,79.15,6.595833333333334,12.490000000000002,10.960000000000004,0,,,,,16,Yes,,Bonterra 750ml,,
Bonterra Sauvignon Blanc,082896062621,Wine,750 ml,12,VINA CONCHA Y TORO,Breakthru Beverage,,"March, April, July, SOND",7.429166666666667,89.15,104,12.99,10.960000000000004,0.3981903892944041,88,0,104,9764005,10cs purchase in a month,79.15,6.595833333333334,12.490000000000002,10.960000000000004,0,,,,,6,Yes,,Bonterra 750ml,,
Bonterra Sauvignon Blanc,082896062621,Wine,750 ml,12,VINA CONCHA Y TORO,Breakthru Beverage,,ALL,8.095833333333333,97.15,104,12.99,10.960000000000004,0.33736313868613166,96, ,104,9764005,10cs purchase in a month,87.15,7.2625,12.490000000000002,10.960000000000004,0,,298,9.99,11.99,6,Yes,,Bonterra 750ml,,
Bonterra Zinfandel,082896780129,Wine,750 ml,12,VINA CONCHA Y TORO,Breakthru Beverage,,ALL,9.429166666666667,113.15,128,15.99,12.960000000000006,0.33674125514403325,112, ,128,9673682,10cs purchase in a month,103.15,8.595833333333333,14.990000000000004,12.960000000000006,0,,,,,0,Yes,,Bonterra 750ml,,
Bonterra Zinfandel,082896780129,Wine,750 ml,12,VINA CONCHA Y TORO,Breakthru Beverage,,"March, April, July, SOND",8.762500000000001,105.15,128,15.99,12.960000000000006,0.3881815843621402,104,0,128,9673682,10cs purchase in a month,95.15,7.929166666666667,14.990000000000004,12.960000000000006,0,,,,,0,Yes,,Bonterra 750ml,,
Bottega Vinaia Pinot Grigio,086785211626,Wine,750 ml,12,PALM BAY,Breakthru Beverage,,ALL,14.095833333333333,169.15,184,22.99,21.959999999999997,0.3581132361870066,168, ,184,9229022,Case 1,169.15,14.095833333333333,25.990000000000006,21.959999999999997,0,,,,,7,,,,,
Barefoot Lemonade Moscato 1.5L,085000036181,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,,0,48.27, ,52,1957749,2 FREE ON 22,45.347500000000004,7.557916666666667,,,,,,,,,Yes,,,,
Barefoot Lemonade Moscato 1.5L,085000036181,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,,0,52,,52,1957749,1 on 13,49.385714285714286,8.230952380952381,,,,,,,,,Yes,,,,
Barefoot Malbec 1.5L,085000021576,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,10.960000000000004,0.31040906326034085,48.27, ,52,22632,2 FREE ON 22,45.347500000000004,7.557916666666667,12.990000000000002,10.960000000000004,0,,,,,0,Yes,,Barefoot 1.5L,,
Barefoot Malbec 1.5L,085000021576,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,10.960000000000004,0.24900069516857867,52,,52,22632,1 on 13,49.385714285714286,8.230952380952381,12.990000000000002,10.960000000000004,0,,,,,0,Yes,,Barefoot 1.5L,,
Barefoot Mango Moscato,085000032176,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,1902802,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,,,,3,Yes,,Barefoot 750ml,,
Barefoot Mango Moscato 1.5L,085000032183,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.897500000000004,0.3647474959725434,48.27, ,52,1386474,2 FREE ON 22,45.347500000000004,7.557916666666667,13.927500000000002,11.897500000000004,0,,,,,4,Yes,,Barefoot 1.5L,,
Cakebread Chardonnay RSV,084692479344,Wine,750 ml,6,KOBRAND,Breakthru Beverage,,ALL,50.19166666666666,301.15,308,76.99,,0,300, ,308,9738249,"3cs purchase in a month, mixes with all Kobrand brands",301.15,50.19166666666666,,,,,,,,,,,,,
Cakebread Napa Cabernet,084692479146,Wine,750 ml,12,KOBRAND,Breakthru Beverage,,ALL,60.09583333333333,721.15,736,91.99,67.96000000000001,0.11571757896802054,720, ,736,9696670,"3cs purchase in a month, mixes with all Kobrand brands",721.15,60.09583333333333,74.99,67.96000000000001,0,,725,69.99,X,13,,,,,
Cakebread Napa Chardonnay,084692478941,Wine,750 ml,12,KOBRAND,Breakthru Beverage,,ALL,32.09583333333333,385.15,400,49.99,41.96,0.23508500158881482,384, ,400,9776121,"3cs purchase in a month, mixes with all Kobrand brands",385.15,32.09583333333333,49.99,41.96,0,,615,47.99,45.99,5,,,,,
Cakebread Napa Merlot,084692449347,Wine,750 ml,12,KOBRAND,Breakthru Beverage,,ALL,49.42916666666667,593.15,616,76.99,,0,592, ,616,9707568,"3cs purchase in a month, mixes with all Kobrand brands",593.15,49.42916666666667,,,,,,,,,,,,,
Cakebread Napa Sauv Blanc,084692479047,Wine,750 ml,12,KOBRAND,Breakthru Beverage,,ALL,23.429166666666664,281.15,288,35.99,29.959999999999994,0.21798509123275472,280, ,288,9735739,"3cs purchase in a month, mixes with all Kobrand brands",281.15,23.429166666666664,35.49,29.959999999999994,0,,,,,1,,,,,
Callia Bella,086785750613,Wine,750 ml,12,PALM BAY,Breakthru Beverage,,ALL,9.429166666666667,113.15,120,14.99,14.960000000000006,0.36970811051693425,112, ,120,9736192,"3cs purchase in a month, mixes with all Palm Bay brands",113.15,9.429166666666667,17.490000000000002,14.960000000000006,0,,,,,6,,,,,
Callia Malbec,086785750354,Wine,750 ml,12,PALM BAY,Breakthru Beverage,,ALL,9.429166666666667,113.15,120,14.99,14.960000000000006,0.36970811051693425,112, ,120,9736195,"3cs purchase in a month, mixes with all Palm Bay brands",113.15,9.429166666666667,17.490000000000002,14.960000000000006,0,,,,,9,,,,,
Barefoot Mango Moscato 1.5L,085000032183,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.897500000000004,0.3081779885730298,52,,52,1386474,1 on 13,49.385714285714286,8.230952380952381,13.927500000000002,11.897500000000004,0,,,,,4,Yes,,Barefoot 1.5L,,
Barefoot Merlot,018341751109,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,10764,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,558,5.99,6.5,7,Yes,,Barefoot 750ml,,
Barefoot Merlot 1.5L,018341151107,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.897500000000004,0.3647474959725434,48.27, ,52,10770,2 FREE ON 22,45.347500000000004,7.557916666666667,13.927500000000002,11.897500000000004,0,,452,9.99,12.99,15,Yes,,Barefoot 1.5L,,
Barefoot Merlot 1.5L,018341151107,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.897500000000004,0.3081779885730298,52,,52,10770,1 on 13,49.385714285714286,8.230952380952381,13.927500000000002,11.897500000000004,0,,,,,15,Yes,,Barefoot 1.5L,,
Barefoot Moscato,085000016688,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,14338,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,-0.4599999999999973,128,5.99,6.5,16,Yes,,Barefoot 750ml,,
Barefoot Moscato 1.5L,085000016671,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.960000000000004,0.3680671683389076,48.27, ,52,14339,2 FREE ON 22,45.347500000000004,7.557916666666667,13.990000000000002,11.960000000000004,0,1.0299999999999958,62,9.99,12.99,16,Yes,,Barefoot 1.5L,,
Barefoot Moscato 1.5L,085000016671,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.960000000000004,0.31179327918458377,52,,52,14339,1 on 13,49.385714285714286,8.230952380952381,13.990000000000002,11.960000000000004,0,,,,,16,Yes,,Barefoot 1.5L,,
Barefoot Peach Moscato,085000029008,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,1995202,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,321,5.99,6.5,16,Yes,,Barefoot 750ml,,
Barefoot Peach Moscato 1.5L,085000029893,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.960000000000004,0.3680671683389076,48.27, ,52,1439636,2 FREE ON 22,45.347500000000004,7.557916666666667,13.990000000000002,11.960000000000004,0,,488,10.99,12.99,16,Yes,,Barefoot 1.5L,,
Barefoot Peach Moscato 1.5L,085000029893,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.960000000000004,0.31179327918458377,52,,52,1439636,1 on 13,49.385714285714286,8.230952380952381,13.990000000000002,11.960000000000004,0,,,,,16,Yes,,Barefoot 1.5L,,
Barefoot Pear Moscato 1.5L,085000037614,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.897500000000004,0.3647474959725434,48.27, ,52,1964920,2 FREE ON 22,45.347500000000004,7.557916666666667,13.927500000000002,11.897500000000004,0,,,,,5,Yes,,Barefoot 1.5L,,
Barefoot Pear Moscato 1.5L,085000037614,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.897500000000004,0.3081779885730298,52,,52,1964920,1 on 13,49.385714285714286,8.230952380952381,13.927500000000002,11.897500000000004,0,,,,,5,Yes,,Barefoot 1.5L,,
Barefoot Pear Moscato 750ml,085000037607,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,1984258,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,,,,5,Yes,,Barefoot 750ml,,
Barefoot Pineapple Moscato,085000033319,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,1019877,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,,,,4,Yes,,Barefoot 750ml,,
Barefoot Pineapple Moscato 1.5L,085000033326,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.897500000000004,0.3647474959725434,48.27, ,52,1901621,2 FREE ON 22,45.347500000000004,7.557916666666667,13.927500000000002,11.897500000000004,0,,,,,4,Yes,,Barefoot 1.5L,,
Barefoot Pineapple Moscato 1.5L,085000033326,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.897500000000004,0.3081779885730298,52,,52,1901621,1 on 13,49.385714285714286,8.230952380952381,13.927500000000002,11.897500000000004,0,,,,,4,Yes,,Barefoot 1.5L,,
Barefoot Pink Moscato,085000020456,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,20621,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,-0.4599999999999973,173,5.99,6.5,16,Yes,,Barefoot 750ml,,
Barefoot Pink Moscato 1.5L,085000020609,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.960000000000004,0.3680671683389076,48.27, ,52,20595,2 FREE ON 22,45.347500000000004,7.557916666666667,13.990000000000002,11.960000000000004,0,1.0299999999999958,137,9.99,12.99,16,Yes,,Barefoot 1.5L,,
Barefoot Pink Moscato 1.5L,085000020609,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.960000000000004,0.31179327918458377,52,,52,20595,1 on 13,49.385714285714286,8.230952380952381,13.990000000000002,11.960000000000004,0,,,,,16,Yes,,Barefoot 1.5L,,
Barefoot Pinot Grigio,085000014448,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,11876,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,-0.4599999999999973,123,5.99,6.5,16,Yes,,Barefoot 750ml,,
Capriccio Bubbly Sangria 355ml 4pks,089016000853,Wine,4 pk btl,6,CARIBBEAN DISTILLERS,Breakthru Beverage,,ALL,10.858333333333334,65.15,72,17.99,16.960000000000004,0.3597680817610064,64, ,72,9700665,5cs purchase in a month,65.15,10.858333333333334,19.990000000000002,16.960000000000004,0,,,,,3,,,,,
Barefoot Pinot Grigio 1.5L,085000014431,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.960000000000004,0.3680671683389076,48.27, ,52,11877,2 FREE ON 22,45.347500000000004,7.557916666666667,13.990000000000002,11.960000000000004,0,1.0299999999999958,63,9.99,12.99,16,Yes,,Barefoot 1.5L,,
Barefoot Pinot Grigio 1.5L,085000014431,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.960000000000004,0.31179327918458377,52,,52,11877,1 on 13,49.385714285714286,8.230952380952381,13.990000000000002,11.960000000000004,0,,,,,16,Yes,,Barefoot 1.5L,,
Barefoot Pinot Noir,085000017074,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,16508,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,565,5.99,6.5,11,Yes,,Barefoot 750ml,,
Barefoot Pinot Noir 1.5L,085000017364,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.897500000000004,0.3647474959725434,48.27, ,52,17079,2 FREE ON 22,45.347500000000004,7.557916666666667,13.927500000000002,11.897500000000004,0,,603,9.99,12.99,1,Yes,,Barefoot 1.5L,,
Barefoot Pinot Noir 1.5L,085000017364,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.897500000000004,0.3081779885730298,52,,52,17079,1 on 13,49.385714285714286,8.230952380952381,13.927500000000002,11.897500000000004,0,,,,,1,Yes,,Barefoot 1.5L,,
Barefoot Red Moscato,085000019894,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,19660,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,371,5.99,6.5,16,Yes,,Barefoot 750ml,,
Barefoot Red Moscato 1.5L,085000020289,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.960000000000004,0.3680671683389076,48.27, ,52,20167,2 FREE ON 22,45.347500000000004,7.557916666666667,13.990000000000002,11.960000000000004,0,,396,9.99,12.99,16,Yes,,Barefoot 1.5L,,
Barefoot Red Moscato 1.5L,085000020289,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,11.960000000000004,0.31179327918458377,52,,52,20167,1 on 13,49.385714285714286,8.230952380952381,13.990000000000002,11.960000000000004,0,,,,,16,Yes,,Barefoot 1.5L,,
Barefoot Rich Red Blend,085000021088,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,21555,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,,,,1,Yes,,Barefoot 750ml,,
Barefoot Rich Red Blend 1.5L,085000021132,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,10.960000000000004,0.31040906326034085,48.27, ,52,21554,2 FREE ON 22,45.347500000000004,7.557916666666667,12.990000000000002,10.960000000000004,0,,,,,0,Yes,,Barefoot 1.5L,,
Capriccio Bubbly Sangria 750ml,089016017264,Wine,750 ml,12,CARIBBEAN DISTILLERS,Breakthru Beverage,,ALL,7.429166666666667,89.15,96,11.99,11.960000000000004,0.37883221850613175,88, ,96,9759882,5cs purchase in a month,89.15,7.429166666666667,13.789999999999994,11.960000000000004,0,,671,9.49,11.99,4,,,,,
Barefoot Rich Red Blend 1.5L,085000021132,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,All,8.230952380952381,49.385714285714286,64,15.99,10.960000000000004,0.24900069516857867,52,,52,21554,1 on 13,49.385714285714286,8.230952380952381,12.990000000000002,10.960000000000004,0,,,,,0,Yes,,Barefoot 1.5L,,
Barefoot Riesling,085000015810,Wine,750 ml,12,Gallo,Johnson Brothers Liquor Co,,"January, April, June, August",4.4125000000000005,52.95,72,8.99,6.959999999999997,0.3660201149425284,51.85, ,56,14989,ON Month Deep Net $51.85 ( Off Month Deep Net $56),52.95,4.4125000000000005,7.989999999999998,6.959999999999997,0,,285,5.99,6.5,16,Yes,,Barefoot 750ml,,
Barefoot Riesling 1.5L,085000018132,Wine,1.5L,6,Gallo,Johnson Brothers Liquor Co,,"January, March, June, September",7.557916666666667,45.347500000000004,64,15.99,11.960000000000004,0.3680671683389076,48.27, ,52,17078,2 FREE ON 22,45.347500000000004,7.557916666666667,13.990000000000002,11.960000000000004,0,1.0299999999999958,221,9.99,12.99,15,Yes,,Barefoot 1.5L,,
