Supplier,Average of Price,Average of Sale Price,Buy Month,Product Code,Average of Price A,Item Classification
Paustis Wine,17.990000000000002,0,,052392122761,15.960000000000006,Winehaven 750ml
Paustis Wine,17.990000000000002,,,052392122808,0,Winehaven 750ml
Paustis Wine,17.990000000000002,0,,052392122082,15.960000000000006,Winehaven 750ml
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,839743001520,11.960000000000004,Yellow Tail 1.5L
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,839743001582,11.960000000000004,Yellow Tail 1.5L
Phillips Wine & Spirits - St. Paul,12.990000000000002,,,839743001698,0,Yellow Tail 1.5L
"Grape Beginnings, Inc.",26.240000000000006,,,098709436145,24.959999999999997,Zenato 750ml
"Grape Beginnings, Inc.",29.990000000000006,0,,098709433007,20.46,Zenato 750ml
"Grape Beginnings, Inc.",42.99,,,098709436046,35.959999999999994,Zenato 750ml
"Grape Beginnings, Inc.",26.990000000000006,,,098709436008,22.959999999999997,Zenato 750ml
,15.990000000000004,,,023035322787,0,
"New France Wine Co, Inc",22.990000000000006,,,727760512634,0,
"New France Wine Co, Inc",49.99,,,727760510531,0,
The Wine Company,17.990000000000002,,,089419048056,0,
Johnson Brothers - St. Paul,10.99,,,085000425701,0,
Johnson Brothers - St. Paul,14.990000000000004,,,085000022108,0,
Johnson Brothers - St. Paul,8.989999999999998,,,085000431078,0,
Johnson Brothers - St. Paul,8.989999999999998,,,085000431054,0,
Johnson Brothers - St. Paul,8.989999999999998,,,085000431047,0,
Johnson Brothers - St. Paul,8.989999999999998,,,085000431061,0,
Johnson Brothers - St. Paul,24.990000000000006,,,085000231036,0,
Johnson Brothers - St. Paul,9.99,,,085000005590,0,
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",085000016671,10.960000000000004,Barefoot 1.5L
Johnson Brothers - St. Paul,7.989999999999998,,"January, April, June, September",085000016688,6.959999999999997,Barefoot 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,085000028438,4.959999999999999,
Johnson Brothers - St. Paul,9.99,,,085000005941,0,
Johnson Brothers - St. Paul,9.99,,,085000041857,0,
Johnson Brothers - St. Paul,26.990000000000006,0,,085000028568,22.959999999999997,Barefoot 3L
Johnson Brothers - St. Paul,9.99,,,08562609,0,
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",085000018132,10.960000000000004,Barefoot 1.5L
Johnson Brothers - St. Paul,7.989999999999998,,"January, April, June, September",085000015810,6.959999999999997,Barefoot 750ml
Johnson Brothers - St. Paul,12.990000000000002,,,085000424988,0,
Johnson Brothers - St. Paul,12.990000000000002,,,085000428917,0,
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",085000018682,10.960000000000004,Barefoot 1.5L
Johnson Brothers - St. Paul,7.989999999999998,,"January, April, June, September",085000018491,6.959999999999997,Barefoot 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,085000029954,4.959999999999999,
Johnson Brothers - St. Paul,9.99,,,08553106,0,
Phillips Wine & Spirits - St. Paul,13.789999999999994,0,,087752005644,11.960000000000004,Bartenura
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,087752013854,10.32875,Bartenura
Rue 38 LLC,14.990000000000004,,,015643475917,12.960000000000006,
,19.990000000000002,,,856137006084,0,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,856137006077,15.960000000000006,
Southern Glazer's Wine & Spirits of MN,11.990000000000002,,,851718000499,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",17.490000000000002,0,,847159002024,12.960000000000006,
Johnson Brothers - St. Paul,22.990000000000006,,,081434710222,0,
Johnson Brothers - St. Paul,6.989999999999998,,,081434710260,0,
Cannon River Winery,23.177500000000006,,,896054001014,3.7406249999999996,
Johnson Brothers - St. Paul,8.989999999999998,,,085000021026,0,
Phillips Wine & Spirits - St. Paul,19.990000000000002,,,728028087185,17.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,"April, August, December, February, June, October",086785212081,12.960000000000006,Cavit 1.5L
,28.990000000000006,,,083161200816,0,
Paustis Wine,11.990000000000002,,,857846102920,0,
Southern Glazer's Wine & Spirits of MN,10.0525,,,086036931273,8.960000000000004,
Southern Glazer's Wine & Spirits of MN,9.99,,,086036124590,8.960000000000004,
Paustis Wine,5.989999999999999,,,5543411112015,0,
Bellboy Corporation,14.189999999999996,0,,816805021405,11.960000000000004,
Bellboy Corporation,14.589999999999998,,,816805021696,11.960000000000004,
"Maverick Beverage Co., LLC - MN",17.990000000000002,,,854837002047,0,
Paustis Wine,7.989999999999998,,All,081054394086,6.959999999999997,
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806186107,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806186398,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806186206,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806189405,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806184103,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806188309,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806184400,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,15.990000000000004,,,074806198001,0,
Phillips Wine & Spirits - St. Paul,3.4900000000000015,,All,074806184202,2.9600000000000004,Daily's
Phillips Wine & Spirits - St. Paul,13.990000000000002,,,085200021352,0,
Phillips Wine & Spirits - St. Paul,13.990000000000002,,,085200021369,0,
Phillips Wine & Spirits - St. Paul,13.990000000000002,,,085200021346,0,
The Wine Company,32.99,0,,4260031855628,1.246875,
The Wine Company,17.458750000000002,0,,183103000013,14.771875000000005,
The Wine Company,21.990000000000006,,,4260061687305,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",15.990000000000004,,,082896060382,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",15.990000000000004,,,082896049226,0,
Phillips Wine & Spirits - St. Paul,10.99,,,082896710232,0,
Southern Glazer's Wine & Spirits of MN,13.789999999999994,0,,833302009163,11.960000000000004,
Southern Glazer's Wine & Spirits of MN,13.789999999999994,0,,833302009170,11.960000000000004,
Southern Glazer's Wine & Spirits of MN,17.990000000000002,0,,083120103295,14.960000000000006,Franzia Low Tier 5L
Southern Glazer's Wine & Spirits of MN,13.927499999999995,,,083120193616,11.960000000000004,
Southern Glazer's Wine & Spirits of MN,17.990000000000002,0,,083120103691,14.960000000000006,Franzia Low Tier 5L
Johnson Brothers - St. Paul,4.99,,,083120004059,0,
Small Lot MN,15.990000000000004,,,767749014018,13.960000000000006,
,23.990000000000006,,,810404020012,0,
Johnson Brothers - St. Paul,13.827499999999997,0,,085000015209,11.019375000000002,Gallo 1.5L
Bellboy Corporation,9.99,,,605330000135,0,
Bellboy Corporation,9.99,,,605330050376,0,
,9.99,,,087752002544,0,
,12.990000000000002,,,850018947121,0,
,12.990000000000002,,,850018947145,0,
Southern Glazer's Wine & Spirits of MN,6.989999999999998,,,848375008708,0,
Southern Glazer's Wine & Spirits of MN,6.833749999999998,0,,848375007749,5.770624999999999,
Southern Glazer's Wine & Spirits of MN,6.989999999999998,,,848375008432,0,
Southern Glazer's Wine & Spirits of MN,6.802499999999998,,,848375007756,5.959999999999998,
Southern Glazer's Wine & Spirits of MN,6.771249999999998,0,,848375008456,5.583124999999999,
Paustis Wine,13.990000000000002,,,086929800051,0,
Phillips Wine & Spirits - St. Paul,10.99,,,084279916088,0,
,14.990000000000004,,,855030001158,0,
The Wine Company,29.990000000000006,,,4024831021191,0,
Johnson Brothers - St. Paul,11.990000000000002,,,085000018033,0,
,8.989999999999998,,,08577203,0,
Southern Glazer's Wine & Spirits of MN,25.990000000000006,,,8437014256406,0,
Phillips Wine & Spirits - St. Paul,13.990000000000002,,,084279995915,0,
Johnson Brothers - St. Paul,14.990000000000004,0,,639737589726,12.709375000000005,
,60.99,,,747736243591,0,
Southern Glazer's Wine & Spirits of MN,17.490000000000002,0,,011034503818,14.960000000000006,
Southern Glazer's Wine & Spirits of MN,4.99,,,080480008178,0,
Southern Glazer's Wine & Spirits of MN,4.99,,,080480985363,0,
Paustis Wine,14.990000000000004,,,030052000017,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",9.99,,,085688550344,0,
Phillips Wine & Spirits - St. Paul,11.49,0,,099988071911,9.960000000000004,
Bellboy Corporation,14.990000000000004,,,727760501133,0,
,2.990000000000001,,,03409015,0,
The Wine Company,71.99,,,9005654002265,59.960000000000015,
"Grape Beginnings, Inc.",78.865,0,,761503811349,6.36875,
Johnson Brothers - St. Paul,17.990000000000002,0,,085000001257,14.960000000000006,Peter Vella 5L
Johnson Brothers - St. Paul,19.990000000000002,0,,085000017203,16.960000000000004,Peter Vella 5L
"Grape Beginnings, Inc.",27.990000000000006,0,,089208300549,23.959999999999997,
"Grape Beginnings, Inc.",17.990000000000002,,,088580693133,0,
"New France Wine Co, Inc",74.8025,,,3517251015112,64.33375000000001,
Small Lot MN,19.552500000000002,0,,756029464001,16.208125000000003,
Small Lot MN,19.427500000000002,,,756029464018,16.960000000000004,
Phillips Wine & Spirits - St. Paul,20.677500000000002,,,861518002647,17.960000000000004,
Phillips Wine & Spirits - St. Paul,19.990000000000002,,,861518002623,16.960000000000004,
Phillips Wine & Spirits - St. Paul,19.990000000000002,,,850012571414,16.960000000000004,
Phillips Wine & Spirits - St. Paul,20.865000000000002,0,,861518002654,17.709375,
Southern Glazer's Wine & Spirits of MN,32.24,,,088320341171,24.521874999999998,
,3.2899999999999996,,,08228312,0,
,5.989999999999999,,,08228710,0,
Oxford Street Merchants,10.99,0,,084279004259,2.9750000000000005,
Oxford Street Merchants,19.990000000000002,,,084279004242,0,
Johnson Brothers - St. Paul,11.990000000000002,,,080516113623,0,
"Vinocopia, Inc",17.490000000000002,,,628623020948,14.960000000000006,
,619.9899999999999,,,734599047053,0,
Southern Glazer's Wine & Spirits of MN,12.990000000000002,,,083085430016,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,,"January, July, March, May, November, September",086785212401,12.960000000000006,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,,"January, July, March, May, November, September",086785110738,12.960000000000006,
The Wine Company,25.990000000000006,0,,717215003640,21.959999999999997,
Paustis Wine,16.990000000000002,,,855380003048,0,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,086891080031,12.960000000000006,Seven Daughters Moscato 750ml
Rue 38 LLC,24.990000000000006,,,854294004042,0,
Saint Croix Vineyards,20.740000000000002,0,,669835222225,17.020625000000003,
Johnson Brothers - St. Paul,14.990000000000004,,,084279972886,0,
Phillips Wine & Spirits - St. Paul,11.990000000000002,0,,084279978727,9.960000000000004,
Phillips Wine & Spirits - St. Paul,11.49,,,084279973944,9.960000000000004,
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,084279981970,0,
Paustis Wine,12.990000000000002,0,,042188978207,1.11875,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",7.989999999999998,0,,087872683159,6.959999999999997,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,,087872633635,12.960000000000006,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",7.989999999999998,,,087872683135,6.959999999999997,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.040000000000003,0,,087872633406,11.022500000000004,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.040000000000003,0,,087872630139,11.022500000000004,Stella Rosa
,8.739999999999998,,,087872683111,6.959999999999997,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",7.989999999999998,0,,087872683173,6.959999999999997,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",7.989999999999998,,,087872683197,6.959999999999997,Stella Rosa
Phillips Wine & Spirits - St. Paul,7.989999999999998,0,,08501626,6.959999999999997,
Phillips Wine & Spirits - St. Paul,7.989999999999998,0,,08509929,6.959999999999997,
Phillips Wine & Spirits - St. Paul,7.989999999999998,,,08521921,0,
Johnson Brothers - St. Paul,5.989999999999999,,,085000022245,0,
Bellboy Corporation,14.990000000000004,,,721384003639,0,
Oxford Street Merchants,6.958749999999998,,,856036001227,1.8625,
Johnson Brothers - St. Paul,10.99,,,031259044316,0,
Paustis Wine,10.99,0,,021893796559,0,
,24.990000000000006,,,0605914,0,
,27.990000000000006,,,0605915,0,
"New France Wine Co, Inc",10.865000000000002,,,8030227032500,3.98,
Paustis Wine,10.99,,,080438192942,0,
Paustis Wine,11.990000000000002,,,052392122723,0,Winehaven 750ml
Paustis Wine,15.990000000000004,,,052392122051,0,Winehaven 750ml
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,086003004313,0,
Southern Glazer's Wine & Spirits of MN,8.927499999999998,,,086003004108,6.959999999999997,
Southern Glazer's Wine & Spirits of MN,11.49,0,,086003003378,9.960000000000004,Woodbridge 1.5L
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,031259032863,11.960000000000004,Yellow Tail 1.5L
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,031259018690,11.960000000000004,Yellow Tail 1.5L
,6.989999999999998,,,857463006212,0,
Phillips Wine & Spirits - St. Paul,14.990000000000004,,,876153002723,0,
Johnson Brothers - St. Paul,4.490000000000001,0,,085000035795,3.7706250000000003,
Johnson Brothers - St. Paul,4.99,0,,085000035801,0.921875,
Johnson Brothers - St. Paul,4.490000000000001,0,,085000035818,3.8343750000000005,
"New France Wine Co, Inc",1103.4275,,,400000012728,999.9599999999996,
"New France Wine Co, Inc",338.4274999999999,,,400000012735,249.96,
Bellboy Corporation,64.99,,,873964003940,0,
Bellboy Corporation,122.115,,,873964002714,89.33437500000002,
Johnson Brothers - St. Paul,19.990000000000002,,,811751021677,0,
"New France Wine Co, Inc",55.49,,,400000002811,49.33437500000001,
"Grape Beginnings, Inc.",29.990000000000006,,,855326003255,0,
"Bourget Imports, LLC",29.990000000000006,,,852566002048,0,
The Wine Company,24.990000000000006,,,632823000648,0,
The Wine Company,31.990000000000006,,,632823004738,0,
The Wine Company,24.990000000000006,,,089419276138,0,
Southern Glazer's Wine & Spirits of MN,28.990000000000006,,,080120281534,25.959999999999994,
"Grape Beginnings, Inc.",50.24,0,,183684000020,44.584375,
"Maverick Beverage Co., LLC - MN",14.990000000000004,,,806145000017,0,
Oxford Street Merchants,23.365000000000006,,,080232000030,19.96,
Johnson Brothers - St. Paul,8.989999999999998,,,085000034330,0,Andre 750ml
The Wine Company,26.990000000000006,,,089419458169,0,
"Bourget Imports, LLC",59.99,,,400000017204,0,
Southern Glazer's Wine & Spirits of MN,20.990000000000002,,,874390001165,17.960000000000004,
Johnson Brothers - St. Paul,9.99,,,082100179060,0,
Johnson Brothers - St. Paul,9.99,,,082100179336,0,
Johnson Brothers - St. Paul,9.99,,,082100738571,0,
"Tradition Wine & Spirits, LLC",53.0525,,,400000021843,44.96,
Small Lot MN,18.990000000000002,,,857098003006,15.960000000000006,
,13.990000000000002,,,7804657730005,0,
,11.990000000000002,,,089832000013,9.960000000000004,
"Capitol Beverage Sales, L.P.",13.990000000000002,,,869037000342,0,
The Wine Company,29.990000000000006,,,093532000112,0,
"Bourget Imports, LLC",24.990000000000006,,,8015792000017,0,
Johnson Brothers - St. Paul,12.490000000000002,0,,085000007570,10.331875000000002,
Small Lot MN,104.99,0,,400000021973,4.371875,
Johnson Brothers - St. Paul,14.990000000000004,,,085000426746,0,
Johnson Brothers - St. Paul,11.990000000000002,,,085000022504,0,
Johnson Brothers - St. Paul,12.990000000000002,,,085000428900,0,
Johnson Brothers - St. Paul,12.990000000000002,,,085000425886,0,
Johnson Brothers - St. Paul,12.990000000000002,,,085000424995,0,
Phillips Wine & Spirits - St. Paul,15.990000000000004,,"April, December, February, July, October",087752008836,13.960000000000006,"Barkan, Baron, Rashi 750ml"
Phillips Wine & Spirits - St. Paul,14.990000000000004,,"April, December, February, July, October",087752002551,12.960000000000006,"Barkan, Baron, Rashi 750ml"
Johnson Brothers - St. Paul,12.990000000000002,,,085000004241,0,
,9.99,,,082242011846,0,
The Wine Company,34.99,,,018442331897,0,
"Bourget Imports, LLC",48.99,,,10272017105,0,
"Grape Beginnings, Inc.",49.99,,,55125031512,0,
"New France Wine Co, Inc",22.990000000000006,,,899175002014,0,
Bellboy Corporation,15.990000000000004,0,,873964002157,13.960000000000006,
,17.990000000000002,,,081054996396,0,
Libation Project,39.99,,,860003252147,0,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,707596390385,0,
Southern Glazer's Wine & Spirits of MN,17.490000000000002,0,,707596001021,14.960000000000006,
